"naid","workingStartDate","workingEndDate","dateBasis","title","localId","chapter","routing","markerStatus","hasOnlinePdf","pdfBytes","catalogPdfBytes","pdfByteBasis","accessStatus","memosToPresident","memosToScowcroft","memorandaOfConversation","meetingRecords","withdrawalSheets","economicSignalTotal","economySignals","financeSignals","tradeSignals","assistanceSanctionsSignals","energySignals","agricultureSignals","treasurySignals","archivalLocator","catalogUrl","pdfUrl"
"470761496","1992-01-31","1992-01-31","Catalog coverage dates","DC Meeting-Haiti 1/31/92 Noon Situation Room","90043-032","Series context and cross-volume routing","Series context","verified","true","415995","415995","HTTP Content-Length","Restricted - Possibly","0","0","0","0","0","0","0","0","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90043–032, DC Meeting-Haiti 1/31/92 Noon Situation Room.","https://catalog.archives.gov/id/470761496","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90043-032.pdf"
"470761497","1992-03-11","1992-03-11","Catalog coverage dates","DC Meeting-Iraq 3/11/92 4:30 - 5:30 Situation Room","90043-033","Monetary Policy, Debt, and International Institutions","Boundary review","verified","true","1237394","1237394","HTTP Content-Length","Restricted - Possibly","0","0","0","0","6","10","0","5","0","0","0","0","5","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90043–033, DC Meeting-Iraq 3/11/92 4:30—5:30 Situation Room.","https://catalog.archives.gov/id/470761497","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90043-033.pdf"
"470761498","1992-03-17","1992-03-17","Opening withdrawal sheet","DC Meeting-CIS Export of Technology/Proliferation","90043-034","Strategic Trade, Technology, and Investment Controls","Volume XXX review","verified","true","1784497","1784497","HTTP Content-Length","Restricted - Possibly","0","0","0","0","5","21","0","4","7","0","6","0","4","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90043–034, DC Meeting-CIS Export of Technology/Proliferation.","https://catalog.archives.gov/id/470761498","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90043-034.pdf"
"470761499","1992-03-20","1992-03-20","Catalog coverage dates","DC Meeting-Korea 3/20/92 3:00-4:00 Situation Room","90043-035","Series context and cross-volume routing","Series context","verified","true","1022682","1022682","HTTP Content-Length","Restricted - Possibly","0","0","0","0","15","13","0","13","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90043–035, DC Meeting-Korea 3/20/92 3:00-4:00 Situation Room.","https://catalog.archives.gov/id/470761499","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90043-035.pdf"
"470761500","1992-03-25","1992-03-25","Catalog coverage dates","DC-Proliferation 3/25/92 11:15-12:15 Situation Room","90043-036","Series context and cross-volume routing","Series context","verified","true","896131","896131","HTTP Content-Length","Restricted - Possibly","0","0","0","0","9","11","0","8","0","0","3","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90043–036, DC-Proliferation 3/25/92 11:15-12:15 Situation Room.","https://catalog.archives.gov/id/470761500","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90043-036.pdf"
"470761501","1992-03-25","1992-03-25","Catalog coverage dates","NSC Meeting NSR-29-Intelligence Priorities 3/25/92","90043-037","Series context and cross-volume routing","Series context","verified","true","1928196","1928196","HTTP Content-Length","Restricted - Possibly","0","1","0","0","18","41","0","16","0","0","4","2","19","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90043–037, NSC Meeting NSR-29-Intelligence Priorities 3/25/92.","https://catalog.archives.gov/id/470761501","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90043-037.pdf"
"470761502","1992-03-26","1992-03-26","Catalog coverage dates","DC Meeting-Machine Tools 3/26/92 11:00 a.m. Situation Room","90043-038","Trade Policy and Market Access","Volume XXX review","verified","true","1477527","1477527","HTTP Content-Length","Restricted - Possibly","0","0","0","0","7","18","4","6","2","0","0","0","6","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90043–038, DC Meeting-Machine Tools 3/26/92 11:00 a.m. Situation Room.","https://catalog.archives.gov/id/470761502","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90043-038.pdf"
"470761503","1992-04-01","1992-04-01","Catalog coverage dates","DC Meeting-Iraq and the Turkish Kurds 4/1/92 4:00-5:00 Situation Room","90043-039","Monetary Policy, Debt, and International Institutions","Boundary review","verified","true","993516","993516","HTTP Content-Length","Restricted - Possibly","0","0","0","0","9","11","0","8","2","0","1","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90043–039, DC Meeting-Iraq and the Turkish Kurds 4/1/92 4:00-5:00 Situation Room.","https://catalog.archives.gov/id/470761503","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90043-039.pdf"
"470761504","1992-04-08","1992-04-08","Catalog coverage dates","European Strategy Steering Group (ESSG) 4/8/92 11:00-12:00 Situation Room","90043-040","Series context and cross-volume routing","Series context","verified","true","817102","817102","HTTP Content-Length","Restricted - Possibly","0","0","0","0","8","7","0","7","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90043–040, European Strategy Steering Group (ESSG) 4/8/92 11:00-12:00 Situation Room.","https://catalog.archives.gov/id/470761504","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90043-040.pdf"
"470761505","1992-04-09","1992-04-09","Catalog coverage dates","DC Meeting-Export Controls 4/9/92 11:00-12:00 Situation Room","90043-041","Strategic Trade, Technology, and Investment Controls","Volume XXX review","verified","true","2013020","2013020","Catalog objectFileSize","Restricted - Possibly","0","0","0","2","12","58","0","10","43","0","5","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90043–041, DC Meeting-Export Controls 4/9/92 11:00-12:00 Situation Room.","https://catalog.archives.gov/id/470761505","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90043-041.pdf"
"470761506","1992-04-15","1992-04-15","Opening withdrawal sheet","Restricted DC Meeting-Drugs/International Drug Strategy 11:00-12:00","90043-042","Monetary Policy, Debt, and International Institutions","Boundary review","verified","true","2368559","2368559","HTTP Content-Length","Restricted - Possibly","0","0","0","2","12","10","0","10","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90043–042, Restricted DC Meeting-Drugs/International Drug Strategy 11:00-12:00.","https://catalog.archives.gov/id/470761506","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90043-042.pdf"
"470761507","1992-04-22","1992-04-22","Catalog coverage dates","DC Meeting-Follow-om Export Controls 4/22/92 3:00-4:00 Situation Room","90043-043","Strategic Trade, Technology, and Investment Controls","Volume XXX review","verified","true","2936966","2936966","HTTP Content-Length","Restricted - Possibly","0","0","0","0","28","147","9","25","104","0","9","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90043–043, DC Meeting-Follow-om Export Controls 4/22/92 3:00-4:00 Situation Room.","https://catalog.archives.gov/id/470761507","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90043-043.pdf"
"470761508","1992-04-23","1992-04-23","Catalog coverage dates","DC Meeting-Iraq 4/23/92 10:30-11:30 Situation Room","90043-044","Series context and cross-volume routing","Series context","verified","true","1684298","1684298","Catalog objectFileSize","Restricted - Possibly","0","0","0","0","13","11","0","11","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90043–044, DC Meeting-Iraq 4/23/92 10:30-11:30 Situation Room.","https://catalog.archives.gov/id/470761508","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90043-044.pdf"
"470761509","1992-04-24","1992-04-24","Catalog coverage dates","DC Meeting-Yugoslavia 4/24/92 3:00-4:00 Situation Room","90043-045","Series context and cross-volume routing","Series context","verified","true","1417285","1417285","HTTP Content-Length","Restricted - Possibly","0","0","0","0","15","15","0","13","0","0","0","0","2","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90043–045, DC Meeting-Yugoslavia 4/24/92 3:00-4:00 Situation Room.","https://catalog.archives.gov/id/470761509","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90043-045.pdf"
"470761510","1992-05-04","1992-05-04","Catalog coverage dates","DC Meeting-Counternarcotics May 4, 1992 11:00-12:00 Situation Room","90043-046","Monetary Policy, Debt, and International Institutions","Boundary review","verified","true","2970245","2970245","HTTP Content-Length","Restricted - Possibly","0","0","0","14","23","22","0","20","0","0","0","0","2","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90043–046, DC Meeting-Counternarcotics May 4, 1992 11:00-12:00 Situation Room.","https://catalog.archives.gov/id/470761510","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90043-046.pdf"
"470761511","1992-05-05","1992-05-05","Catalog coverage dates","DC Meeting-Nonproliferation 5/5/92 11:00-12:00 Situation Room","90043-047","Series context and cross-volume routing","Series context","verified","true","1096051","1096051","HTTP Content-Length","Restricted - Possibly","0","0","0","0","12","13","0","10","0","0","3","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90043–047, DC Meeting-Nonproliferation 5/5/92 11:00-12:00 Situation Room.","https://catalog.archives.gov/id/470761511","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90043-047.pdf"
"470761512","1992-05-13","1992-05-13","Catalog coverage dates","DC Meeting-Nuclear Reactor Saftey in Former Soviet Union May 13, 1992 4:00 Situation Room","90043-048","Transition Economies and International Economic Strategy","Volume XXX review","verified","true","2460245","2460245","HTTP Content-Length","Restricted - Possibly","0","0","0","0","22","29","0","19","0","0","5","0","5","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90043–048, DC Meeting-Nuclear Reactor Saftey in Former Soviet Union May 13, 1992 4:00 Situation Room.","https://catalog.archives.gov/id/470761512","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90043-048.pdf"
"470761513","1992-05-14","1992-05-14","Catalog coverage dates","DC Meeting - Haiti May 14, 1992 10:30 - 11:30 Situation Room","90044-001","Series context and cross-volume routing","Series context","verified","true","1295471","1295471","HTTP Content-Length","Restricted - Possibly","0","0","0","11","14","12","0","12","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–001, DC Meeting—Haiti May 14, 1992 10:30—11:30 Situation Room.","https://catalog.archives.gov/id/470761513","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-001.pdf"
"470761514","1992-05-14","1992-05-14","Catalog coverage dates","DC Meeting - Nuclear Testing 5/14/92 4:00 pm","90044-002","Series context and cross-volume routing","Series context","verified","true","400695","400695","Catalog objectFileSize","Restricted - Possibly","0","0","0","0","0","0","0","0","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–002, DC Meeting—Nuclear Testing 5/14/92 4:00 pm.","https://catalog.archives.gov/id/470761514","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-002.pdf"
"470761515","1992-05-18","1992-05-18","Catalog coverage dates","DC Meeting - Sensitive Issue May 18, 1992 11:00 - 12:00 Situation Room","90044-003","Series context and cross-volume routing","Series context","verified","true","568817","568817","HTTP Content-Length","Restricted - Possibly","0","0","0","0","4","5","0","3","0","0","2","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–003, DC Meeting—Sensitive Issue May 18, 1992 11:00—12:00 Situation Room.","https://catalog.archives.gov/id/470761515","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-003.pdf"
"470761516","1992-05-19","1992-05-19","Catalog coverage dates","DC - Haiti - Boat People May 19, 1992 15:30 - 16:30 Situation Room","90044-004","Series context and cross-volume routing","Series context","verified","true","1061332","1061332","HTTP Content-Length","Restricted - Possibly","0","0","0","0","9","8","0","8","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–004, DC—Haiti—Boat People May 19, 1992 15:30—16:30 Situation Room.","https://catalog.archives.gov/id/470761516","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-004.pdf"
"470761517","1992-05-21","1992-05-21","Catalog coverage dates","DC - Haiti May 21, 1992 17:00 - 18:00 Situation Room","90044-005","Series context and cross-volume routing","Series context","verified","true","571916","571916","HTTP Content-Length","Restricted - Possibly","0","0","0","0","4","3","0","3","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–005, DC—Haiti May 21, 1992 17:00—18:00 Situation Room.","https://catalog.archives.gov/id/470761517","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-005.pdf"
"470761519","1992-05-26","1992-05-26","Catalog coverage dates","DC Meeting - Drugs - Cancelled May 26, 1992 17:00 - 18:00 Situation Room","90044-007","Series context and cross-volume routing","Series context","verified","true","1977686","1977686","HTTP Content-Length","Restricted - Possibly","0","0","0","0","17","15","0","15","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–007, DC Meeting—Drugs—Cancelled May 26, 1992 17:00—18:00 Situation Room.","https://catalog.archives.gov/id/470761519","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-007.pdf"
"470761520","1992-05-27","1992-05-27","Catalog coverage dates","DC Meeting - Yugoslavia May 27, 1992 17:00 - 18:00 Situation Room","90044-008","Strategic Trade, Technology, and Investment Controls","Boundary review","verified","true","1164102","1164102","HTTP Content-Length","Restricted - Possibly","0","0","0","0","8","12","0","7","0","2","0","0","3","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–008, DC Meeting—Yugoslavia May 27, 1992 17:00—18:00 Situation Room.","https://catalog.archives.gov/id/470761520","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-008.pdf"
"470761518","1992-05-28","1992-05-28","Catalog coverage dates","NSC Meeting - Nuclear Testing 5/28/92","90044-006","Series context and cross-volume routing","Series context","verified","true","1657659","1657659","HTTP Content-Length","Restricted - Possibly","3","2","0","0","17","14","0","13","0","0","1","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–006, NSC Meeting—Nuclear Testing 5/28/92.","https://catalog.archives.gov/id/470761518","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-006.pdf"
"470761521","1992-06-01","1992-06-01","Catalog coverage dates","DC - Nonproliferation June 1, 1992 11:00 - 12:00 Situation Room","90044-009","Series context and cross-volume routing","Series context","verified","true","1338004","1338004","HTTP Content-Length","Restricted - Possibly","0","0","0","0","13","15","0","11","0","0","4","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–009, DC—Nonproliferation June 1, 1992 11:00—12:00 Situation Room.","https://catalog.archives.gov/id/470761521","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-009.pdf"
"470761522","1992-06-03","1992-06-03","Catalog coverage dates","DC - INMARSAT June 3, 1992 11:00 - 12:00 Room 208","90044-010","Strategic Trade, Technology, and Investment Controls","Volume XXX review","verified","true","2237956","2237956","HTTP Content-Length","Restricted - Possibly","0","0","0","0","15","22","0","13","1","0","4","0","4","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–010, DC—INMARSAT June 3, 1992 11:00—12:00 Room 208.","https://catalog.archives.gov/id/470761522","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-010.pdf"
"470761523","1992-06-04","1992-06-04","Catalog coverage dates","DC Meeting - Yugoslavia June 4, 1992 11:00 - 12:00 Situation Room","90044-011","Monetary Policy, Debt, and International Institutions","Boundary review","verified","true","856024","856024","HTTP Content-Length","Restricted - Possibly","0","0","0","0","8","9","0","7","0","0","0","0","2","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–011, DC Meeting—Yugoslavia June 4, 1992 11:00—12:00 Situation Room.","https://catalog.archives.gov/id/470761523","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-011.pdf"
"470761524","1992-06-10","1992-06-10","Catalog coverage dates","NSC - Nuclear Testing June 10, 1992 10:00 - 11:00","90044-012","Series context and cross-volume routing","Series context","verified","true","1588621","1588621","HTTP Content-Length","Restricted - Possibly","0","0","0","1","12","18","0","10","0","0","8","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–012, NSC—Nuclear Testing June 10, 1992 10:00—11:00.","https://catalog.archives.gov/id/470761524","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-012.pdf"
"470761525","1992-06-15","1992-06-15","Catalog coverage dates","DC - Counternarcotics June 15, 1992 15:00 - 16:00 Situation Room","90044-013","Series context and cross-volume routing","Series context","verified","true","2645681","2645681","HTTP Content-Length","Restricted - Possibly","0","0","0","0","16","21","0","12","0","0","0","0","9","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–013, DC—Counternarcotics June 15, 1992 15:00—16:00 Situation Room.","https://catalog.archives.gov/id/470761525","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-013.pdf"
"470761526","1992-06-17","1992-06-17","Opening withdrawal sheet corrects the folder date","DC Meeting - Yugoslavia June 16, 1992 16:00 - 17:00 Situation Room","90044-014","Monetary Policy, Debt, and International Institutions","Boundary review","verified","true","897483","897483","HTTP Content-Length","Restricted - Possibly","0","0","0","0","9","8","0","8","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–014, DC Meeting—Yugoslavia June 16, 1992 16:00—17:00 Situation Room.","https://catalog.archives.gov/id/470761526","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-014.pdf"
"470761527","1992-06-24","1992-06-24","Catalog coverage dates","DC Meeting - Yugoslavia June 24, 1992 15:00 - 16:00 Situation Room","90044-015","Monetary Policy, Debt, and International Institutions","Boundary review","verified","true","869490","869490","HTTP Content-Length","Restricted - Possibly","0","0","0","0","9","12","0","8","0","0","0","0","4","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–015, DC Meeting—Yugoslavia June 24, 1992 15:00—16:00 Situation Room.","https://catalog.archives.gov/id/470761527","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-015.pdf"
"470761528","1992-06-30","1992-06-30","Catalog coverage dates","DC Meeting - Yugoslavia June 30, 1992 10:00 - 11:00 Situation Room","90044-016","Series context and cross-volume routing","Series context","verified","true","663903","663903","Catalog objectFileSize","Restricted - Possibly","0","0","0","0","5","7","0","4","0","0","0","0","3","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–016, DC Meeting—Yugoslavia June 30, 1992 10:00—11:00 Situation Room.","https://catalog.archives.gov/id/470761528","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-016.pdf"
"470761529","1992-07-01","1992-07-01","Catalog coverage dates","DC - Iraq July 1, 1992 15:00 - 16:00 Situation Room","90044-017","Strategic Trade, Technology, and Investment Controls","Boundary review","verified","true","657419","657419","HTTP Content-Length","Restricted - Possibly","0","0","0","0","5","6","0","4","0","2","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–017, DC—Iraq July 1, 1992 15:00—16:00 Situation Room.","https://catalog.archives.gov/id/470761529","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-017.pdf"
"470761530","1992-07-09","1992-07-09","Catalog coverage dates","DC - Counternarcotics July 9, 1992 11:00 - 12:00","90044-018","Series context and cross-volume routing","Series context","verified","true","1235436","1235436","HTTP Content-Length","Restricted - Possibly","0","0","0","0","9","12","0","8","0","0","0","0","4","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–018, DC—Counternarcotics July 9, 1992 11:00—12:00.","https://catalog.archives.gov/id/470761530","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-018.pdf"
"470761531","1992-07-10","1992-07-10","Catalog coverage dates","DC - NATO/Yugoslavia July 10, 1992 15:00 - 16:00 Situation Room","90044-019","Series context and cross-volume routing","Series context","verified","true","600396","600396","HTTP Content-Length","Restricted - Possibly","0","0","0","0","4","3","0","3","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–019, DC—NATO/Yugoslavia July 10, 1992 15:00—16:00 Situation Room.","https://catalog.archives.gov/id/470761531","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-019.pdf"
"470761532","1992-07-16","1992-07-16","Catalog coverage dates","DC - Counternarcotics -- Colombia July 16, 1992 11:00 - 12:00 Situation Room","90044-020","Monetary Policy, Debt, and International Institutions","Boundary review","verified","true","1510771","1510771","HTTP Content-Length","Restricted - Possibly","0","0","0","0","18","22","0","16","0","0","0","0","6","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–020, DC—Counternarcotics -- Colombia July 16, 1992 11:00—12:00 Situation Room.","https://catalog.archives.gov/id/470761532","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-020.pdf"
"470761533","1992-07-16","1992-07-16","Opening withdrawal sheet corrects the folder date","DC Meeting - Yugoslavia July 17, 1992 3:00 - 4:00 Situation Room","90044-021","Monetary Policy, Debt, and International Institutions","Boundary review","verified","true","896354","896354","HTTP Content-Length","Restricted - Possibly","0","0","0","0","8","9","1","7","0","1","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–021, DC Meeting—Yugoslavia July 17, 1992 3:00—4:00 Situation Room.","https://catalog.archives.gov/id/470761533","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-021.pdf"
