naid,localId,seriesNaid,seriesLocalId,seriesTitle,containerId,title,workingStartDate,workingEndDate,workingDateLabel,datePrecision,dateBasis,chapter,selection,routing,accessStatus,accessRestrictionNote,useStatus,markerStatus,markerRecordGroup,markerOffice,markerSeries,markerSubseries,markerOaId,markerFolderId,objectId,pdfBytes,ocrCharacterCount,memosToPresident,memosToScowcroft,memosToPorter,memorandaOfConversation,meetingRecords,withdrawalSheets,economicSignalTotal,tradeSignals,financeSignals,summitsSignals,transitionSignals,controlsSignals,reviewTopics,reviewFocus,economicSubjectLeads,archivalLocator,catalogUrl,pdfUrl
509545843,06672-003,2600820,GB-POD-022,Ed Goldstein Subject Files,06672,NASA Transition 1980,1980-01-01,1980-12-31,"January 1, 1980-December 31, 1980",range,Catalog coverage dates,Trade Policy and Market Access,Consider,Out of scope,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Ed Goldstein Subject Files,Title-screened as outside the present foreign-economic scope; retained in the complete source ledger.,,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Ed Goldstein Subject Files, OA/ID 06672–003, NASA Transition 1980.",https://catalog.archives.gov/id/509545843,
509546091,06869-007,2600783,GB-POD-005,Todd Buchholz' Subject Files,06869,The National Energy Policy Plan October 1983,1983-10-01,1983-10-31,"October 1, 1983-October 31, 1983",range,Catalog coverage dates,Trade Policy and Market Access,Consider,Out of scope,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Todd Buchholz' Subject Files,Title-screened as outside the present foreign-economic scope; retained in the complete source ledger.,,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Todd Buchholz' Subject Files, OA/ID 06869–007, The National Energy Policy Plan October 1983.",https://catalog.archives.gov/id/509546091,
509547176,08191-015,2600847,GB-POD-029,Johannes Kuttner Subject Files,08191,"Health Care Reform Publications [15] [Increases in Health Insurance Coverage Among Small Firms, 1986-1988]",1986-01-01,1988-12-31,"January 1, 1986-December 31, 1988",range,Catalog coverage dates,Trade Policy and Market Access,Consider,Out of scope,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Johannes Kuttner Subject Files,Title-screened as outside the present foreign-economic scope; retained in the complete source ledger.,,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Johannes Kuttner Subject Files, OA/ID 08191–015, Health Care Reform Publications [15] [Increases in Health Insurance Coverage Among Small Firms, 1986-1988].",https://catalog.archives.gov/id/509547176,
509548027,23352-015,2600868,GB-POD-034,Emily Mead Subject Files,23352,"Press Conference, Lisbon, Portugal, March 9, 1986 [3/9/86]",1986-03-09,1986-03-09,"March 9, 1986",day,Catalog coverage dates,Trade Policy and Market Access,Consider,Out of scope,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Emily Mead Subject Files,Title-screened as outside the present foreign-economic scope; retained in the complete source ledger.,,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Emily Mead Subject Files, OA/ID 23352–015, Press Conference, Lisbon, Portugal, March 9, 1986 [3/9/86].",https://catalog.archives.gov/id/509548027,
509548037,23352-083,2600868,GB-POD-034,Emily Mead Subject Files,23352,"Arrival Manama, Bahrain, April 7, 1986",1986-04-07,1986-04-07,"April 7, 1986",day,Catalog coverage dates,Trade Policy and Market Access,Consider,Out of scope,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Emily Mead Subject Files,Title-screened as outside the present foreign-economic scope; retained in the complete source ledger.,,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Emily Mead Subject Files, OA/ID 23352–083, Arrival Manama, Bahrain, April 7, 1986.",https://catalog.archives.gov/id/509548037,
509548028,23352-031,2600868,GB-POD-034,Emily Mead Subject Files,23352,Polish National Alliance Chicago Illinois 5/2/86,1986-05-02,1986-05-02,"May 2, 1986",day,Catalog coverage dates,Trade Policy and Market Access,Consider,Out of scope,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Emily Mead Subject Files,Title-screened as outside the present foreign-economic scope; retained in the complete source ledger.,,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Emily Mead Subject Files, OA/ID 23352–031, Polish National Alliance Chicago Illinois 5/2/86.",https://catalog.archives.gov/id/509548028,
509548029,23352-035,2600868,GB-POD-034,Emily Mead Subject Files,23352,Cuban Independence Day Luncheon Miami Florida 5/20/86,1986-05-20,1986-05-20,"May 20, 1986",day,Catalog coverage dates,Trade Policy and Market Access,Consider,Out of scope,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Emily Mead Subject Files,Title-screened as outside the present foreign-economic scope; retained in the complete source ledger.,,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Emily Mead Subject Files, OA/ID 23352–035, Cuban Independence Day Luncheon Miami Florida 5/20/86.",https://catalog.archives.gov/id/509548029,
509548030,23352-040,2600868,GB-POD-034,Emily Mead Subject Files,23352,"Chagal Hall, The Knesset Jerusalem Israel 7/30/86",1986-07-30,1986-07-30,"July 30, 1986",day,Catalog coverage dates,Trade Policy and Market Access,Consider,Out of scope,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Emily Mead Subject Files,Title-screened as outside the present foreign-economic scope; retained in the complete source ledger.,,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Emily Mead Subject Files, OA/ID 23352–040, Chagal Hall, The Knesset Jerusalem Israel 7/30/86.",https://catalog.archives.gov/id/509548030,
509548031,23352-046,2600868,GB-POD-034,Emily Mead Subject Files,23352,Council of Jewish Federations Chicago Illinois 11/15/86,1986-11-15,1986-11-15,"November 15, 1986",day,Catalog coverage dates,Trade Policy and Market Access,Consider,Out of scope,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Emily Mead Subject Files,Title-screened as outside the present foreign-economic scope; retained in the complete source ledger.,,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Emily Mead Subject Files, OA/ID 23352–046, Council of Jewish Federations Chicago Illinois 11/15/86.",https://catalog.archives.gov/id/509548031,
509547959,23338-002,2600868,GB-POD-034,Emily Mead Subject Files,23338,Republican Presidential Debates 1987 - 1988 [1],1987-01-01,1988-12-31,"January 1, 1987-December 31, 1988",range,Catalog coverage dates,Trade Policy and Market Access,Consider,Out of scope,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Emily Mead Subject Files,Title-screened as outside the present foreign-economic scope; retained in the complete source ledger.,,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Emily Mead Subject Files, OA/ID 23338–002, Republican Presidential Debates 1987 - 1988 [1].",https://catalog.archives.gov/id/509547959,
509547960,23338-003,2600868,GB-POD-034,Emily Mead Subject Files,23338,Republican Presidential Debates 1987 - 1988 [2],1987-01-01,1988-12-31,"January 1, 1987-December 31, 1988",range,Catalog coverage dates,Trade Policy and Market Access,Consider,Out of scope,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Emily Mead Subject Files,Title-screened as outside the present foreign-economic scope; retained in the complete source ledger.,,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Emily Mead Subject Files, OA/ID 23338–003, Republican Presidential Debates 1987 - 1988 [2].",https://catalog.archives.gov/id/509547960,
509547961,23338-004,2600868,GB-POD-034,Emily Mead Subject Files,23338,Republican Presidential Debates 1987 - 1988 [3],1987-01-01,1988-12-31,"January 1, 1987-December 31, 1988",range,Catalog coverage dates,Trade Policy and Market Access,Consider,Out of scope,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Emily Mead Subject Files,Title-screened as outside the present foreign-economic scope; retained in the complete source ledger.,,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Emily Mead Subject Files, OA/ID 23338–004, Republican Presidential Debates 1987 - 1988 [3].",https://catalog.archives.gov/id/509547961,
509545371,04164-006,2600791,GB-POD-007,Rob Chess' Subject Files,04164,[The Geodesic Network: 1987 Report on Competition in the Telephone Industry],1987-01-01,1987-12-31,"January 1, 1987-December 31, 1987",range,Catalog coverage dates,Trade Policy and Market Access,Consider,Out of scope,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Rob Chess' Subject Files,Title-screened as outside the present foreign-economic scope; retained in the complete source ledger.,,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Rob Chess' Subject Files, OA/ID 04164–006, [The Geodesic Network: 1987 Report on Competition in the Telephone Industry].",https://catalog.archives.gov/id/509545371,
509548032,23352-052,2600868,GB-POD-034,Emily Mead Subject Files,23352,International Conference on Terrorism 1/20/87,1987-01-20,1987-01-20,"January 20, 1987",day,Catalog coverage dates,Trade Policy and Market Access,Consider,Out of scope,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Emily Mead Subject Files,Title-screened as outside the present foreign-economic scope; retained in the complete source ledger.,,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Emily Mead Subject Files, OA/ID 23352–052, International Conference on Terrorism 1/20/87.",https://catalog.archives.gov/id/509548032,
509548033,23352-057,2600868,GB-POD-034,Emily Mead Subject Files,23352,Tower Commission Report Bedford Massachusetts 2/27/87,1987-02-27,1987-02-27,"February 27, 1987",day,Catalog coverage dates,Trade Policy and Market Access,Consider,Out of scope,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Emily Mead Subject Files,Title-screened as outside the present foreign-economic scope; retained in the complete source ledger.,,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Emily Mead Subject Files, OA/ID 23352–057, Tower Commission Report Bedford Massachusetts 2/27/87.",https://catalog.archives.gov/id/509548033,
509545951,06687-026,2600820,GB-POD-022,Ed Goldstein Subject Files,06687,Energy Security - Report to the President 3/87,1987-03-01,1987-03-31,"March 1, 1987-March 31, 1987",range,Catalog coverage dates,Trade Policy and Market Access,Consider,Out of scope,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Ed Goldstein Subject Files,Title-screened as outside the present foreign-economic scope; retained in the complete source ledger.,,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Ed Goldstein Subject Files, OA/ID 06687–026, Energy Security - Report to the President 3/87.",https://catalog.archives.gov/id/509545951,
509546092,06869-008,2600783,GB-POD-005,Todd Buchholz' Subject Files,06869,"Energy Security A Report to the President of the United States [DOE, 3/87]",1987-03-01,1987-03-31,"March 1, 1987-March 31, 1987",range,Catalog coverage dates,Trade Policy and Market Access,Consider,Out of scope,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Todd Buchholz' Subject Files,Title-screened as outside the present foreign-economic scope; retained in the complete source ledger.,,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Todd Buchholz' Subject Files, OA/ID 06869–008, Energy Security A Report to the President of the United States [DOE, 3/87].",https://catalog.archives.gov/id/509546092,
509548034,23352-061,2600868,GB-POD-034,Emily Mead Subject Files,23352,Black Americans Salute to GB 3/21/87,1987-03-21,1987-03-21,"March 21, 1987",day,Catalog coverage dates,Trade Policy and Market Access,Consider,Out of scope,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Emily Mead Subject Files,Title-screened as outside the present foreign-economic scope; retained in the complete source ledger.,,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Emily Mead Subject Files, OA/ID 23352–061, Black Americans Salute to GB 3/21/87.",https://catalog.archives.gov/id/509548034,
509548035,23352-071,2600868,GB-POD-034,Emily Mead Subject Files,23352,State Department Narcotics Conference 5/4/87,1987-05-04,1987-05-04,"May 4, 1987",day,Catalog coverage dates,Trade Policy and Market Access,Consider,Out of scope,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Emily Mead Subject Files,Title-screened as outside the present foreign-economic scope; retained in the complete source ledger.,,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Emily Mead Subject Files, OA/ID 23352–071, State Department Narcotics Conference 5/4/87.",https://catalog.archives.gov/id/509548035,
509548036,23352-072,2600868,GB-POD-034,Emily Mead Subject Files,23352,Statement on Bill Casey 5/6/87,1987-05-06,1987-05-06,"May 6, 1987",day,Catalog coverage dates,Trade Policy and Market Access,Consider,Out of scope,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Emily Mead Subject Files,Title-screened as outside the present foreign-economic scope; retained in the complete source ledger.,,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Emily Mead Subject Files, OA/ID 23352–072, Statement on Bill Casey 5/6/87.",https://catalog.archives.gov/id/509548036,
509548038,23353-005,2600868,GB-POD-034,Emily Mead Subject Files,23353,Letter from VP to Reagan on Terrorism 6/2/87,1987-06-02,1987-06-02,"June 2, 1987",day,Catalog coverage dates,Trade Policy and Market Access,Consider,Out of scope,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Emily Mead Subject Files,Title-screened as outside the present foreign-economic scope; retained in the complete source ledger.,,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Emily Mead Subject Files, OA/ID 23353–005, Letter from VP to Reagan on Terrorism 6/2/87.",https://catalog.archives.gov/id/509548038,
509548039,23353-009,2600868,GB-POD-034,Emily Mead Subject Files,23353,Suit Following Meeting with Cuban General Delpino 6/29/87,1987-06-29,1987-06-29,"June 29, 1987",day,Catalog coverage dates,Trade Policy and Market Access,Consider,Out of scope,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Emily Mead Subject Files,Title-screened as outside the present foreign-economic scope; retained in the complete source ledger.,,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Emily Mead Subject Files, OA/ID 23353–009, Suit Following Meeting with Cuban General Delpino 6/29/87.",https://catalog.archives.gov/id/509548039,
509547962,23343-006,2600868,GB-POD-034,Emily Mead Subject Files,23343,Statement on the POW/MIA Issue 7/23/87,1987-07-23,1987-07-23,"July 23, 1987",day,Catalog coverage dates,Trade Policy and Market Access,Consider,Out of scope,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Emily Mead Subject Files,Title-screened as outside the present foreign-economic scope; retained in the complete source ledger.,,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Emily Mead Subject Files, OA/ID 23343–006, Statement on the POW/MIA Issue 7/23/87.",https://catalog.archives.gov/id/509547962,
509547963,23343-017,2600868,GB-POD-034,Emily Mead Subject Files,23343,"Departure of His Holiness, Pope John Paul II Detroit, Michigan 9/19/87",1987-09-19,1987-09-19,"September 19, 1987",day,Catalog coverage dates,Trade Policy and Market Access,Consider,Out of scope,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Emily Mead Subject Files,Title-screened as outside the present foreign-economic scope; retained in the complete source ledger.,,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Emily Mead Subject Files, OA/ID 23343–017, Departure of His Holiness, Pope John Paul II Detroit, Michigan 9/19/87.",https://catalog.archives.gov/id/509547963,
509547964,23343-019,2600868,GB-POD-034,Emily Mead Subject Files,23343,Arrival Ceremonies Warsaw Poland 9/26/87,1987-09-26,1987-09-26,"September 26, 1987",day,Catalog coverage dates,Transition Economies and International Economic Strategy,Consider,Out of scope,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Emily Mead Subject Files | Transition economies,Title-screened as outside the present foreign-economic scope; retained in the complete source ledger.,,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Emily Mead Subject Files, OA/ID 23343–019, Arrival Ceremonies Warsaw Poland 9/26/87.",https://catalog.archives.gov/id/509547964,
509547967,23343-022,2600868,GB-POD-034,Emily Mead Subject Files,23343,"State Dinner, Warsaw Poland 9/26/87",1987-09-26,1987-09-26,"September 26, 1987",day,Catalog coverage dates,Transition Economies and International Economic Strategy,Consider,Out of scope,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Emily Mead Subject Files | Transition economies,Title-screened as outside the present foreign-economic scope; retained in the complete source ledger.,,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Emily Mead Subject Files, OA/ID 23343–022, State Dinner, Warsaw Poland 9/26/87.",https://catalog.archives.gov/id/509547967,
509547965,23343-020,2600868,GB-POD-034,Emily Mead Subject Files,23343,Polish TV Warsaw Poland 9/28/87,1987-09-28,1987-09-28,"September 28, 1987",day,Catalog coverage dates,Transition Economies and International Economic Strategy,Consider,Out of scope,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Emily Mead Subject Files | Transition economies,Title-screened as outside the present foreign-economic scope; retained in the complete source ledger.,,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Emily Mead Subject Files, OA/ID 23343–020, Polish TV Warsaw Poland 9/28/87.",https://catalog.archives.gov/id/509547965,
509547966,23343-021,2600868,GB-POD-034,Emily Mead Subject Files,23343,"Signing of Science, & Technology Agreement Warsaw Poland 9/28/87",1987-09-28,1987-09-28,"September 28, 1987",day,Catalog coverage dates,Transition Economies and International Economic Strategy,Consider,Out of scope,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Emily Mead Subject Files | Transition economies,Title-screened as outside the present foreign-economic scope; retained in the complete source ledger.,,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Emily Mead Subject Files, OA/ID 23343–021, Signing of Science, & Technology Agreement Warsaw Poland 9/28/87.",https://catalog.archives.gov/id/509547966,
509547968,23343-024,2600868,GB-POD-034,Emily Mead Subject Files,23343,American Consulate General Krakow Poland 9/29/87 - [EMPTY],1987-09-29,1987-09-29,"September 29, 1987",day,Catalog coverage dates,Transition Economies and International Economic Strategy,Consider,Out of scope,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Emily Mead Subject Files | Transition economies,Title-screened as outside the present foreign-economic scope; retained in the complete source ledger.,,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Emily Mead Subject Files, OA/ID 23343–024, American Consulate General Krakow Poland 9/29/87 - [EMPTY].",https://catalog.archives.gov/id/509547968,
509547969,23343-025,2600868,GB-POD-034,Emily Mead Subject Files,23343,Press Conference Warsaw Poland 9/29/87 - [EMPTY],1987-09-29,1987-09-29,"September 29, 1987",day,Catalog coverage dates,Transition Economies and International Economic Strategy,Consider,Out of scope,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Emily Mead Subject Files | Transition economies,Title-screened as outside the present foreign-economic scope; retained in the complete source ledger.,,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Emily Mead Subject Files, OA/ID 23343–025, Press Conference Warsaw Poland 9/29/87 - [EMPTY].",https://catalog.archives.gov/id/509547969,
509547970,23343-041,2600868,GB-POD-034,Emily Mead Subject Files,23343,"George C. Marshall Space Flight Center, Huntsville, Alabama, October 29, 1987",1987-10-29,1987-10-29,"October 29, 1987",day,Catalog coverage dates,Trade Policy and Market Access,Consider,Out of scope,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Emily Mead Subject Files,Title-screened as outside the present foreign-economic scope; retained in the complete source ledger.,,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Emily Mead Subject Files, OA/ID 23343–041, George C. Marshall Space Flight Center, Huntsville, Alabama, October 29, 1987.",https://catalog.archives.gov/id/509547970,
509547971,23343-044,2600868,GB-POD-034,Emily Mead Subject Files,23343,"The American Spectator, Twentieth Anniversary Celebration 11/4/87",1987-11-04,1987-11-04,"November 4, 1987",day,Catalog coverage dates,Trade Policy and Market Access,Consider,Out of scope,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Emily Mead Subject Files,Title-screened as outside the present foreign-economic scope; retained in the complete source ledger.,,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Emily Mead Subject Files, OA/ID 23343–044, The American Spectator, Twentieth Anniversary Celebration 11/4/87.",https://catalog.archives.gov/id/509547971,
509547972,23343-056,2600868,GB-POD-034,Emily Mead Subject Files,23343,National Summit for Soviet Jewry 12/6/87,1987-12-06,1987-12-06,"December 6, 1987",day,Catalog coverage dates,Trade Policy and Market Access,Consider,Out of scope,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Emily Mead Subject Files,Title-screened as outside the present foreign-economic scope; retained in the complete source ledger.,,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Emily Mead Subject Files, OA/ID 23343–056, National Summit for Soviet Jewry 12/6/87.",https://catalog.archives.gov/id/509547972,
509547005,07970-003,2600779,GB-POD-003,Betsy Anderson Subject Files,07970,Crime in the United States-1988,1988-01-01,1988-12-31,"January 1, 1988-December 31, 1988",range,Catalog coverage dates,Trade Policy and Market Access,Consider,Out of scope,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Betsy Anderson Subject Files,Title-screened as outside the present foreign-economic scope; retained in the complete source ledger.,,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Betsy Anderson Subject Files, OA/ID 07970–003, Crime in the United States-1988.",https://catalog.archives.gov/id/509547005,
