"naid","workingStartDate","workingEndDate","dateBasis","title","localId","chapter","routing","markerStatus","hasOnlinePdf","pdfBytes","catalogPdfBytes","pdfByteBasis","accessStatus","memosToPresident","memosToScowcroft","memorandaOfConversation","meetingRecords","withdrawalSheets","economicSignalTotal","economySignals","financeSignals","tradeSignals","assistanceSanctionsSignals","energySignals","agricultureSignals","treasurySignals","archivalLocator","catalogUrl","pdfUrl"
"470760975","1989-02-08","1989-02-08","Catalog coverage dates","NSC/DC 001 - February 08, 1989 - NSC/DC Meeting on Afghanistan, Keywords: Afghanistan","90009-001","Series context and cross-volume routing","Series context","verified","true","4716102","4716102","HTTP Content-Length","Restricted - Possibly","0","1","0","0","22","41","2","20","4","2","3","4","6","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90009–001, NSC/DC 001—February 08, 1989—NSC/DC Meeting on Afghanistan, Keywords: Afghanistan.","https://catalog.archives.gov/id/470760975","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-1-90009-001.pdf"
"470760976","1989-02-14","1989-02-14","Catalog coverage dates","NSC/DC 002 - February 14, 1989 - NSC/DC Meeting on Review of FSX for Japan, Keywords: Japan, Technology, Transfers","90009-002","Strategic Trade, Technology, and Investment Controls","Boundary review","verified","true","15014737","15014737","HTTP Content-Length","Restricted - Possibly","0","1","0","0","10","59","8","9","21","0","2","2","17","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90009–002, NSC/DC 002—February 14, 1989—NSC/DC Meeting on Review of FSX for Japan, Keywords: Japan, Technology, Transfers.","https://catalog.archives.gov/id/470760976","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-2-90009-002.pdf"
"470760977","1989-02-17","1989-02-17","Catalog coverage dates","NSC/DC 003 - February 17, 1989 - NSC/DC Meeting on Panama, Keywords: Panama","90009-003","Series context and cross-volume routing","Series context","verified","true","2607901","2607901","HTTP Content-Length","Restricted - Possibly","0","0","0","0","4","10","0","3","0","2","0","0","5","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90009–003, NSC/DC 003—February 17, 1989—NSC/DC Meeting on Panama, Keywords: Panama.","https://catalog.archives.gov/id/470760977","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-3-90009-003.pdf"
"470760978","1989-03-07","1989-03-07","Catalog coverage dates","NSC/DC 004 - March 07, 1989 - NSC/DC Meeting on NSR-6 re: Nicaragua, Keywords: Nicaragua (File located @ NLMS)","90009-004","Series context and cross-volume routing","Series context","verified","true","451713","451713","HTTP Content-Length","Restricted - Possibly","0","0","0","0","0","0","0","0","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90009–004, NSC/DC 004—March 07, 1989—NSC/DC Meeting on NSR-6 re: Nicaragua, Keywords: Nicaragua (File located @ NLMS).","https://catalog.archives.gov/id/470760978","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-4-90009-004.pdf"
"470760979","1989-03-08","1989-03-08","Catalog coverage dates","NSC/DC 005 - March 08, 1989 - NSC/DC Meeting on Non-Lethal Finding and Transfer of Funds re: Afghanistan, Keywords: Afghanistan","90009-005","Series context and cross-volume routing","Series context","verified","true","576483","576483","HTTP Content-Length","Restricted - Possibly","0","0","0","0","4","3","0","3","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90009–005, NSC/DC 005—March 08, 1989—NSC/DC Meeting on Non-Lethal Finding and Transfer of Funds re: Afghanistan, Keywords: Afghanistan.","https://catalog.archives.gov/id/470760979","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-5-90009-005.pdf"
"470760980","1989-03-08","1989-03-08","Catalog coverage dates","NSC/DC 006 - March 08, 1989 - NSC/DC Meeting on Panama, Keywords: Panama","90009-006","Series context and cross-volume routing","Series context","verified","true","14580018","14580018","HTTP Content-Length","Restricted - Possibly","0","0","0","1","19","66","4","16","9","0","9","7","21","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90009–006, NSC/DC 006—March 08, 1989—NSC/DC Meeting on Panama, Keywords: Panama.","https://catalog.archives.gov/id/470760980","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-6-90009-006.pdf"
"470760981","1989-03-10","1989-03-10","Catalog coverage dates","NSC/DC 007 - March 10, 1989 - NSC/DC Meeting on FSX for Japan, Keywords: Japan","90009-007","Strategic Trade, Technology, and Investment Controls","Boundary review","verified","true","8909557","8909557","HTTP Content-Length","Restricted - Possibly","0","0","1","0","13","75","1","11","21","0","13","7","22","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90009–007, NSC/DC 007—March 10, 1989—NSC/DC Meeting on FSX for Japan, Keywords: Japan.","https://catalog.archives.gov/id/470760981","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-7-90009-007.pdf"
"470760982","1989-03-17","1989-03-17","Catalog coverage dates","NSC/DC 008 - March 17, 1989 - NSC/DC Meeting on NSR-4 re: U.S. / Eastern Europe Relations, Keywords: Europe, East","90009-008","Transition Economies and International Economic Strategy","Volume XXX review","verified","true","15087281","15087281","HTTP Content-Length","Restricted - Possibly","0","0","0","3","1","448","167","114","102","44","1","11","9","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90009–008, NSC/DC 008—March 17, 1989—NSC/DC Meeting on NSR-4 re: U.S. / Eastern Europe Relations, Keywords: Europe, East.","https://catalog.archives.gov/id/470760982","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-8-90009-008.pdf"
"470760983","1989-03-20","1989-03-20","Catalog coverage dates","NSC/DC 009 - March 20, 1989 - NSC/DC Meeting on NSR-5 re: Political and Security Aspects / U.S.-Western European Relations, Keywords: Europe, West","90009-009","Series context and cross-volume routing","Series context","verified","true","10676074","10676074","HTTP Content-Length","Restricted - Possibly","0","1","0","16","11","55","22","15","10","0","1","3","4","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90009–009, NSC/DC 009—March 20, 1989—NSC/DC Meeting on NSR-5 re: Political and Security Aspects / U.S.-Western European Relations, Keywords: Europe, West.","https://catalog.archives.gov/id/470760983","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-9-90009-009.pdf"
"470760984","1989-03-22","1989-03-22","Catalog coverage dates","NSC/DC 010 - March 22, 1989 - NSC/DC Meeting on NSR-5 / U.S. and Western Europe Relations, Keywords: Europe, West, Economics","90009-010","Trade Policy and Market Access","Volume XXX review","verified","true","11661459","11661459","HTTP Content-Length","Restricted - Possibly","0","2","0","6","9","222","112","11","66","1","2","16","14","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90009–010, NSC/DC 010—March 22, 1989—NSC/DC Meeting on NSR-5 / U.S. and Western Europe Relations, Keywords: Europe, West, Economics.","https://catalog.archives.gov/id/470760984","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-10-90009-010.pdf"
"470760986","1989-03-27","1989-03-27","Catalog coverage dates","NSC/DC 012 - March 27, 1989 - NSC/DC Meeting on Middle East Peace Process, Keywords: Middle East","90009-012","Series context and cross-volume routing","Series context","verified","true","8710881","8710881","HTTP Content-Length","Restricted - Possibly","0","0","0","0","6","17","0","5","3","0","3","3","3","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90009–012, NSC/DC 012—March 27, 1989—NSC/DC Meeting on Middle East Peace Process, Keywords: Middle East.","https://catalog.archives.gov/id/470760986","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-12-90009-012.pdf"
"470760987","1989-03-28","1989-03-28","Catalog coverage dates","NSC/DC 013 - March 28, 1989 - NSC/DC Meeting on NSR-3 re: Political and Security Issues, Keywords: USSR","90009-013","Series context and cross-volume routing","Series context","verified","true","14926064","14926064","HTTP Content-Length","Restricted - Possibly","0","1","0","10","12","56","5","9","11","0","6","8","17","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90009–013, NSC/DC 013—March 28, 1989—NSC/DC Meeting on NSR-3 re: Political and Security Issues, Keywords: USSR.","https://catalog.archives.gov/id/470760987","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-13-90009-013.pdf"
"470760985","1989-03-29","1989-03-29","Catalog coverage dates","NSC/DC 011 - March 29, 1989 - NSC/DC Meeting on Libya, Keywords: Libya (File located @ LM)","90009-011","Series context and cross-volume routing","Series context","verified","true","426073","426073","Catalog objectFileSize","Restricted - Possibly","0","0","0","0","0","0","0","0","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90009–011, NSC/DC 011—March 29, 1989—NSC/DC Meeting on Libya, Keywords: Libya (File located @ LM).","https://catalog.archives.gov/id/470760985","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-11-90009-011.pdf"
"470760988","1989-03-29","1989-03-29","Catalog coverage dates","NSC/DC 014 - March 29, 1989 - NSC/DC Meeting on NSR-3 re: U.S. - Soviet Economic Relations, Keywords: USSR Economics","90009-014","Transition Economies and International Economic Strategy","Volume XXX review","verified","true","6342202","6342202","HTTP Content-Length","Restricted - Possibly","0","0","0","6","2","45","31","2","8","1","1","1","1","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90009–014, NSC/DC 014—March 29, 1989—NSC/DC Meeting on NSR-3 re: U.S.—Soviet Economic Relations, Keywords: USSR Economics.","https://catalog.archives.gov/id/470760988","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-14-90009-014.pdf"
"470760989","1989-03-30","1989-03-30","Catalog coverage dates","NSC/DC 015 - March 30, 1989 - NSC/DC Meeting on Poland, Keywords: Poland","90009-015","Transition Economies and International Economic Strategy","Volume XXX review","verified","true","15482451","15482451","HTTP Content-Length","Restricted - Possibly","2","1","0","0","6","361","104","121","53","23","11","21","28","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90009–015, NSC/DC 015—March 30, 1989—NSC/DC Meeting on Poland, Keywords: Poland.","https://catalog.archives.gov/id/470760989","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-15-90009-015.pdf"
"470760990","1989-04-04","1989-04-04","Catalog coverage dates","NSC/DC 016 - April 04, 1989 - NSC/DC Meeting on NSR-12 Section I RPT re: Current U.S. Defense Strategy and Key Trends and Uncertainties, Keywords: Defense Policy","90009-016","Series context and cross-volume routing","Series context","verified","true","16852939","16852940","HTTP Content-Length","Restricted - Possibly","0","0","0","8","11","61","18","8","11","0","12","6","6","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90009–016, NSC/DC 016—April 04, 1989—NSC/DC Meeting on NSR-12 Section I RPT re: Current U.S. Defense Strategy and Key Trends and Uncertainties, Keywords: Defense Policy.","https://catalog.archives.gov/id/470760990","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-16-90009-016.pdf"
"470760991","1989-04-07","1989-04-07","Catalog coverage dates","NSC/DC 017 - April 07, 1989 - NSC/DC Meeting on South Asia, Keywords: South Asia","90009-017","Monetary Policy, Debt, and International Institutions","Boundary review","verified","true","23938099","23938100","HTTP Content-Length","Restricted - Possibly","0","0","0","1","7","190","63","9","85","14","5","9","5","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90009–017, NSC/DC 017—April 07, 1989—NSC/DC Meeting on South Asia, Keywords: South Asia.","https://catalog.archives.gov/id/470760991","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-17-90009-017.pdf"
"470760992","1989-04-10","1989-04-10","Catalog coverage dates","NSC/DC 018 - April 10, 1989 - NSC/DC Meeting on Cambodia, Keywords: Cambodia (File located @ LM)","90009-018","Series context and cross-volume routing","Series context","verified","true","8887417","8887417","HTTP Content-Length","Restricted - Possibly","0","0","0","0","53","76","0","48","6","4","6","6","6","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90009–018, NSC/DC 018—April 10, 1989—NSC/DC Meeting on Cambodia, Keywords: Cambodia (File located @ LM).","https://catalog.archives.gov/id/470760992","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-18-90009-018.pdf"
"470760993","1989-04-11","1989-04-11","Catalog coverage dates","NSC/DC 019 - April 11, 1989 - NSC/DC Meeting on Panama, Keywords: Panama","90009-019","Series context and cross-volume routing","Series context","verified","true","5298797","5298797","HTTP Content-Length","Restricted - Possibly","0","0","0","0","5","19","6","4","3","4","0","0","2","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90009–019, NSC/DC 019—April 11, 1989—NSC/DC Meeting on Panama, Keywords: Panama.","https://catalog.archives.gov/id/470760993","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-19-90009-019.pdf"
"470760994","1989-04-13","1989-04-13","Catalog coverage dates","NSC/DC 020 - April 13, 1989 - NSC/DC Meeting on Persian Gulf, Keywords: Persian Gulf","90009-020","Monetary Policy, Debt, and International Institutions","Boundary review","verified","true","10369919","10369919","HTTP Content-Length","Restricted - Possibly","0","0","0","9","11","113","12","9","38","2","45","4","3","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90009–020, NSC/DC 020—April 13, 1989—NSC/DC Meeting on Persian Gulf, Keywords: Persian Gulf.","https://catalog.archives.gov/id/470760994","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-20-90009-020.pdf"
"470760995","1989-04-14","1989-04-14","Catalog coverage dates","NSC/DC 021 - April 14, 1989 - NSC/DC Meeting on NSR-12 Section 11 re: Strategic Nuclear Deterrence, Keywords: Defense Policy","90009-021","Series context and cross-volume routing","Series context","verified","true","6220754","6220754","HTTP Content-Length","Restricted - Possibly","0","0","0","3","13","28","1","11","4","0","6","3","3","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90009–021, NSC/DC 021—April 14, 1989—NSC/DC Meeting on NSR-12 Section 11 re: Strategic Nuclear Deterrence, Keywords: Defense Policy.","https://catalog.archives.gov/id/470760995","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-21-90009-021.pdf"
"470760996","1989-05-04","1989-05-04","Catalog coverage dates","NSC/DC 022 - May 04, 1989 - NSC/DC Meeting on South Asia, Keywords: South Asia, India (File located @ LM)","90010-001","Series context and cross-volume routing","Series context","verified","true","4375023","4375023","HTTP Content-Length","Restricted - Possibly","0","0","0","6","36","31","0","30","0","1","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90010–001, NSC/DC 022—May 04, 1989—NSC/DC Meeting on South Asia, Keywords: South Asia, India (File located @ LM).","https://catalog.archives.gov/id/470760996","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-22-90010-001.pdf"
"470760997","1989-05-10","1989-05-10","Catalog coverage dates","NSC/DC 023 - May 10, 1989 - NSC/DC Meeting on Counternarcotics Program in Peru, Keywords: Peru Drugs","90010-002","Series context and cross-volume routing","Series context","verified","true","16665964","16665964","HTTP Content-Length","Restricted - Possibly","0","0","0","1","7","26","2","5","5","2","3","3","6","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90010–002, NSC/DC 023—May 10, 1989—NSC/DC Meeting on Counternarcotics Program in Peru, Keywords: Peru Drugs.","https://catalog.archives.gov/id/470760997","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-23-90010-002.pdf"
"470760998","1989-05-17","1989-05-17","Catalog coverage dates","NSC/DC 024 - May 17, 1989 - NSC/DC Meeting on French Cooperation Program, Keywords: France Nuclear Matters","90010-003","Series context and cross-volume routing","Series context","verified","true","1966581","1966581","HTTP Content-Length","Restricted - Possibly","0","0","0","0","2","1","0","1","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90010–003, NSC/DC 024—May 17, 1989—NSC/DC Meeting on French Cooperation Program, Keywords: France Nuclear Matters.","https://catalog.archives.gov/id/470760998","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-24-90010-003.pdf"
"470760999","1989-05-17","1989-05-17","Catalog coverage dates","NSC/DC 025 - May 17, 1989 - NSC/DC Meeting on NSR-12 Section ii and iii / U.S. Defense Strategy for the 1990s and Force Posture Issues, Keywords: Defense Policy","90010-004","Series context and cross-volume routing","Series context","verified","true","11357959","11357959","HTTP Content-Length","Restricted - Possibly","0","0","0","8","4","25","1","2","5","0","8","4","5","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90010–004, NSC/DC 025—May 17, 1989—NSC/DC Meeting on NSR-12 Section ii and iii / U.S. Defense Strategy for the 1990s and Force Posture Issues, Keywords: Defense Policy.","https://catalog.archives.gov/id/470760999","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-25-90010-004.pdf"
"470761001","1989-05-20","1989-05-20","Catalog coverage dates","NSC/DC 027 - May 20, 1989 - NSC/DC Meeting on Security and Arms Control, Keywords: Arms Control Defense Policy","90010-006","Series context and cross-volume routing","Series context","verified","true","9911700","9911700","HTTP Content-Length","Restricted - Possibly","0","0","0","0","2","5","0","1","0","0","4","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90010–006, NSC/DC 027—May 20, 1989—NSC/DC Meeting on Security and Arms Control, Keywords: Arms Control Defense Policy.","https://catalog.archives.gov/id/470761001","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-27-90010-006.pdf"
"470761000","1989-05-24","1989-05-24","Catalog coverage dates","NSC/DC 026 - May 24, 1989 - NSC/DC Meeting on [...], Keywords: Angola (File located @ LM)","90010-005","Series context and cross-volume routing","Series context","verified","true","487640","487640","HTTP Content-Length","Restricted - Possibly","0","0","0","0","2","1","0","1","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90010–005, NSC/DC 026—May 24, 1989—NSC/DC Meeting on [...], Keywords: Angola (File located @ LM).","https://catalog.archives.gov/id/470761000","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-26-90010-005.pdf"
"470761002","1989-05-31","1989-05-31","Catalog coverage dates","NSC/DC 028 - May 31, 1989 - NSC/DC Meeting on NSR-14 / Defense and Space / Start Fundamental Limits, Keywords: Start","90010-007","Series context and cross-volume routing","Series context","verified","true","12493496","12493496","HTTP Content-Length","Restricted - Possibly","0","0","0","14","7","18","0","5","1","0","10","1","1","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90010–007, NSC/DC 028—May 31, 1989—NSC/DC Meeting on NSR-14 / Defense and Space / Start Fundamental Limits, Keywords: Start.","https://catalog.archives.gov/id/470761002","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-28-90010-007.pdf"
"470761003","1989-06-02","1989-06-02","Catalog coverage dates","NSC/DC 029 - June 02, 1989 - NSC/DC Meeting on Panama, Keywords: Panama","90010-008","Series context and cross-volume routing","Series context","verified","true","1264803","1264803","HTTP Content-Length","Restricted - Possibly","0","0","0","0","7","7","0","6","0","0","0","0","1","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90010–008, NSC/DC 029—June 02, 1989—NSC/DC Meeting on Panama, Keywords: Panama.","https://catalog.archives.gov/id/470761003","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-29-90010-008.pdf"
"470761006","1989-06-07","1989-06-07","Catalog coverage dates","NSC/DC 032 - June 07, 1989 - NSC/DC Meeting on NSR-14 re: U.S. Start Position on Air Breathing Systems and Non-Deployed Missiles, Keywords: Start, Arms Control, ICBM","90010-011","Series context and cross-volume routing","Series context","verified","true","12949752","12949752","HTTP Content-Length","Restricted - Possibly","0","0","0","27","16","35","2","13","4","0","10","3","3","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90010–011, NSC/DC 032—June 07, 1989—NSC/DC Meeting on NSR-14 re: U.S. Start Position on Air Breathing Systems and Non-Deployed Missiles, Keywords: Start, Arms Control, ICBM.","https://catalog.archives.gov/id/470761006","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-32-90010-011.pdf"
"470761007","1989-06-09","1989-06-09","Catalog coverage dates","NSC/DC 033 - June 09, 1989 - NSC/DC Meeting on NSR-14 / Start Position on Mobile ICBMs, Mobile ICBM Verification and New Initiatives, Keywords: Start, Verification, Arms Control","90010-012","Series context and cross-volume routing","Series context","verified","true","7573976","7573976","HTTP Content-Length","Restricted - Possibly","0","0","0","9","39","61","0","35","6","0","8","6","6","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90010–012, NSC/DC 033—June 09, 1989—NSC/DC Meeting on NSR-14 / Start Position on Mobile ICBMs, Mobile ICBM Verification and New Initiatives, Keywords: Start, Verification, Arms Control.","https://catalog.archives.gov/id/470761007","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-33-90010-012.pdf"
"470761008","1989-06-12","1989-06-12","Catalog coverage dates","NSC/DC 034 - June 12, 1989 - NSC/DC Meeting on NSR-14 re: U.S. Start Position on New Initiatives, Keywords: Start, Arms Control","90010-013","Series context and cross-volume routing","Series context","verified","true","3289065","3289065","HTTP Content-Length","Restricted - Possibly","0","0","0","11","1","11","0","0","2","0","5","2","2","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90010–013, NSC/DC 034—June 12, 1989—NSC/DC Meeting on NSR-14 re: U.S. Start Position on New Initiatives, Keywords: Start, Arms Control.","https://catalog.archives.gov/id/470761008","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-34-90010-013.pdf"
"470761009","1989-06-13","1989-06-13","Catalog coverage dates","NSC/DC 035 - June 13, 1989 - NSC/DC Meeting on Security for Americans serving in Philippines, Keywords: Philippines, Terrorism","90010-014","Series context and cross-volume routing","Series context","verified","true","10333439","10333439","HTTP Content-Length","Restricted - Possibly","0","0","0","10","11","23","1","9","6","1","2","2","2","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90010–014, NSC/DC 035—June 13, 1989—NSC/DC Meeting on Security for Americans serving in Philippines, Keywords: Philippines, Terrorism.","https://catalog.archives.gov/id/470761009","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-35-90010-014.pdf"
"470761010","1989-06-14","1989-06-14","Catalog coverage dates","NSC/DC 036 - June 14, 1989 - NSC/DC Meeting on Annual Review of Covert Action Programs Part III, Keywords: [...] (File located @ LM)","90010-015","Series context and cross-volume routing","Series context","not online","false","0","0","No online PDF","Restricted - Possibly","0","0","0","0","0","0","0","0","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90010–015, NSC/DC 036—June 14, 1989—NSC/DC Meeting on Annual Review of Covert Action Programs Part III, Keywords: [...] (File located @ LM).","https://catalog.archives.gov/id/470761010",""
"470761004","1989-06-15","1989-06-15","Catalog coverage dates","NSC/DC 030 - June 15, 1989 - NSC/DC Meeting on Annual Review of Covert Action Programs Part I, Keywords: Covert Action (File located @ LM)","90010-009","Series context and cross-volume routing","Series context","not online","false","0","0","No online PDF","Restricted - Possibly","0","0","0","0","0","0","0","0","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90010–009, NSC/DC 030—June 15, 1989—NSC/DC Meeting on Annual Review of Covert Action Programs Part I, Keywords: Covert Action (File located @ LM).","https://catalog.archives.gov/id/470761004",""
