"naid","workingStartDate","workingEndDate","dateBasis","title","localId","chapter","routing","markerStatus","hasOnlinePdf","pdfBytes","catalogPdfBytes","pdfByteBasis","accessStatus","memosToPresident","memosToScowcroft","memorandaOfConversation","meetingRecords","withdrawalSheets","economicSignalTotal","economySignals","financeSignals","tradeSignals","assistanceSanctionsSignals","energySignals","agricultureSignals","treasurySignals","archivalLocator","catalogUrl","pdfUrl"
"470761245","1991-01-13","1991-01-13","Catalog coverage dates","NSC/DC 240 - January 13, 1991 - NSC/DC Meeting on Counterterrorism, Keywords: Counterterrorism","90018-016","Series context and cross-volume routing","Series context","verified","true","2012772","2012772","HTTP Content-Length","Restricted - Possibly","0","0","0","6","3","2","0","2","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90018–016, NSC/DC 240—January 13, 1991—NSC/DC Meeting on Counterterrorism, Keywords: Counterterrorism.","https://catalog.archives.gov/id/470761245","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-240-90018-016.pdf"
"470761246","1991-01-13","1991-01-13","Catalog coverage dates","NSC/DC 240A - January 13, 1991 - NSC/DC Meeting on Persian Gulf via SVTS, Keywords; Persian Gulf [Folder Empty]","90018-017","Series context and cross-volume routing","Series context","verified","true","397406","397406","HTTP Content-Length","Restricted - Possibly","0","0","0","0","0","0","0","0","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90018–017, NSC/DC 240A—January 13, 1991—NSC/DC Meeting on Persian Gulf via SVTS, Keywords; Persian Gulf [Folder Empty].","https://catalog.archives.gov/id/470761246","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-240a-90018-017.pdf"
"470761247","1991-01-13","1991-01-13","Catalog coverage dates","NSC/DC 241 - January 13, 1991 - NSC/DC Meeting on Baltic States via SVTS, Keywords: USSR","90018-018","Series context and cross-volume routing","Series context","verified","true","666500","666500","HTTP Content-Length","Restricted - Possibly","0","0","0","0","0","0","0","0","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90018–018, NSC/DC 241—January 13, 1991—NSC/DC Meeting on Baltic States via SVTS, Keywords: USSR.","https://catalog.archives.gov/id/470761247","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-241-90018-018.pdf"
"470761248","1991-01-14","1991-01-14","Catalog coverage dates","NSC/DC 242 - January 14, 1991 - NSC/DC Meeting on Baltic States via SVTS, Keywords: USSR","90018-019","Series context and cross-volume routing","Series context","verified","true","2803812","2803812","HTTP Content-Length","Restricted - Possibly","0","0","0","0","4","66","10","24","10","14","2","4","2","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90018–019, NSC/DC 242—January 14, 1991—NSC/DC Meeting on Baltic States via SVTS, Keywords: USSR.","https://catalog.archives.gov/id/470761248","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-242-90018-019.pdf"
"470761249","1991-01-14","1991-01-14","Catalog coverage dates","NSC/DC 243 - January 14, 1991 - NSC/DC Meeting on Counterterrorism, Keywords: Counterterrorism","90018-020","Series context and cross-volume routing","Series context","verified","true","7367688","7367688","HTTP Content-Length","Restricted - Possibly","0","0","0","6","11","9","0","9","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90018–020, NSC/DC 243—January 14, 1991—NSC/DC Meeting on Counterterrorism, Keywords: Counterterrorism.","https://catalog.archives.gov/id/470761249","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-243-90018-020.pdf"
"470761250","1991-01-14","1991-01-14","Catalog coverage dates","NSC/DC 244 - January 14, 1991 - NSC/DC Meeting on War Risk Insurance, Keywords: Middle East Terrorism","90018-021","Series context and cross-volume routing","Series context","verified","true","7834552","7834552","HTTP Content-Length","Restricted - Possibly","0","1","0","6","21","22","1","18","1","0","2","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90018–021, NSC/DC 244—January 14, 1991—NSC/DC Meeting on War Risk Insurance, Keywords: Middle East Terrorism.","https://catalog.archives.gov/id/470761250","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-244-90018-021.pdf"
"470761251","1991-01-16","1991-01-16","Catalog coverage dates","NSC/DC 245 - January 16, 1991 - NSC/DC Meeting on CFE and Soviet Data, Keywords: CFE Arms Control","90018-022","Series context and cross-volume routing","Series context","verified","true","7184191","7184191","HTTP Content-Length","Restricted - Possibly","0","0","0","12","3","3","0","2","0","0","1","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90018–022, NSC/DC 245—January 16, 1991—NSC/DC Meeting on CFE and Soviet Data, Keywords: CFE Arms Control.","https://catalog.archives.gov/id/470761251","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-245-90018-022.pdf"
"470761252","1991-01-17","1991-01-17","Catalog coverage dates","NSC/DC 246 - January 17, 1991 - NSC/DC Meeting on SNF, Keywords: Arms Control, SNF","90018-023","Series context and cross-volume routing","Series context","verified","true","3122056","3122056","HTTP Content-Length","Restricted - Possibly","0","0","0","4","8","7","0","7","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90018–023, NSC/DC 246—January 17, 1991—NSC/DC Meeting on SNF, Keywords: Arms Control, SNF.","https://catalog.archives.gov/id/470761252","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-246-90018-023.pdf"
"470761253","1991-01-17","1991-01-17","Catalog coverage dates","NSC/DC 247 - January 17, 1991 - NSC/DC Meeting on Gulf Crisis via SVTS, Keywords: Persian Gulf, Iraq, Kuwait","90018-024","Series context and cross-volume routing","Series context","verified","true","1293084","1293084","Catalog objectFileSize","Restricted - Possibly","0","0","0","4","3","6","1","2","0","0","0","0","3","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90018–024, NSC/DC 247—January 17, 1991—NSC/DC Meeting on Gulf Crisis via SVTS, Keywords: Persian Gulf, Iraq, Kuwait.","https://catalog.archives.gov/id/470761253","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-247-90018-024.pdf"
"470761254","1991-01-22","1991-01-22","Catalog coverage dates","NSC/DC 248 - January 22, 1991 - NSC/DC Meeting on Gulf Crisis via SVTS, Keywords: Persian Gulf, Iraq, Kuwait","90018-025","Series context and cross-volume routing","Series context","verified","true","1410884","1410884","Catalog objectFileSize","Restricted - Possibly","0","0","0","4","3","12","1","2","0","1","5","0","3","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90018–025, NSC/DC 248—January 22, 1991—NSC/DC Meeting on Gulf Crisis via SVTS, Keywords: Persian Gulf, Iraq, Kuwait.","https://catalog.archives.gov/id/470761254","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-248-90018-025.pdf"
"470761255","1991-01-24","1991-01-24","Catalog coverage dates","NSC/DC 248A - January 24, 1991 - NSC/DC Meeting on Persian Gulf via SVTS, Keywords: Persian Gulf","90018-026","Series context and cross-volume routing","Series context","verified","true","1373725","1373725","HTTP Content-Length","Restricted - Possibly","0","0","0","4","3","8","0","2","0","0","5","0","1","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90018–026, NSC/DC 248A—January 24, 1991—NSC/DC Meeting on Persian Gulf via SVTS, Keywords: Persian Gulf.","https://catalog.archives.gov/id/470761255","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-248a-90018-026.pdf"
"470761256","1991-01-24","1991-01-24","Catalog coverage dates","NSC/DC 248B - January 24, 1991 - NSC/DC Meeting on Persian Gulf via SVTS, Keywords: Turkey, Iraq, NATO","90018-027","Series context and cross-volume routing","Series context","verified","true","1580045","1580045","HTTP Content-Length","Restricted - Possibly","0","0","0","0","8","7","0","7","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90018–027, NSC/DC 248B—January 24, 1991—NSC/DC Meeting on Persian Gulf via SVTS, Keywords: Turkey, Iraq, NATO.","https://catalog.archives.gov/id/470761256","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-248b-90018-027.pdf"
"470761257","1991-01-25","1991-01-25","Catalog coverage dates","NSC/DC 249 - January 25, 1991 - NSC/DC Meeting on Counterterrorism, Keywords: Counterterrorism","90018-028","Series context and cross-volume routing","Series context","verified","true","9840542","9840542","HTTP Content-Length","Restricted - Possibly","0","0","0","20","22","22","0","19","0","0","0","0","3","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90018–028, NSC/DC 249—January 25, 1991—NSC/DC Meeting on Counterterrorism, Keywords: Counterterrorism.","https://catalog.archives.gov/id/470761257","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-249-90018-028.pdf"
"470761258","1991-01-25","1991-01-25","Catalog coverage dates","NSC/DC 250 - January 25, 1991 - NSC/DC Meeting on Yugoslavia via SVTS, Keywords: Yugoslavia","90018-029","Series context and cross-volume routing","Series context","verified","true","5249883","5249883","HTTP Content-Length","Restricted - Possibly","0","0","0","0","8","29","8","6","1","13","1","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90018–029, NSC/DC 250—January 25, 1991—NSC/DC Meeting on Yugoslavia via SVTS, Keywords: Yugoslavia.","https://catalog.archives.gov/id/470761258","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-250-90018-029.pdf"
"470761259","1991-01-25","1991-01-25","Catalog coverage dates","NSC/DC 251 - January 25, 1991 - NSC/DC Meeting on Counterterrorism, Keywords: Counterterrorism","90018-030","Series context and cross-volume routing","Series context","verified","true","390774","390774","HTTP Content-Length","Restricted - Possibly","0","0","0","0","0","0","0","0","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90018–030, NSC/DC 251—January 25, 1991—NSC/DC Meeting on Counterterrorism, Keywords: Counterterrorism.","https://catalog.archives.gov/id/470761259","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-251-90018-030.pdf"
"470761260","1991-01-29","1991-01-29","Catalog coverage dates","NSC/DC 252 - January 29, 1991 - NSC/DC Meeting on Gulf Crisis via SVTS, Keywords: Persian Gulf, Kuwait, Iraq","90018-031","Series context and cross-volume routing","Series context","verified","true","3562655","3562655","Catalog objectFileSize","Restricted - Possibly","0","0","0","0","4","6","0","3","0","0","2","0","1","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90018–031, NSC/DC 252—January 29, 1991—NSC/DC Meeting on Gulf Crisis via SVTS, Keywords: Persian Gulf, Kuwait, Iraq.","https://catalog.archives.gov/id/470761260","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-252-90018-031.pdf"
"470761261","1991-02-01","1991-02-01","Catalog coverage dates","NSC/DC 253 - February 01, 1991 - NSC/DC Meeting on Gulf Crisis via SVTS, Keywords: Persian Gulf, Kuwait, Iraq","90018-032","Series context and cross-volume routing","Series context","verified","true","1636185","1636185","Catalog objectFileSize","Restricted - Possibly","0","0","0","0","5","8","0","4","0","0","3","0","1","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90018–032, NSC/DC 253—February 01, 1991—NSC/DC Meeting on Gulf Crisis via SVTS, Keywords: Persian Gulf, Kuwait, Iraq.","https://catalog.archives.gov/id/470761261","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-253-90018-032.pdf"
"470761262","1991-02-05","1991-02-05","Catalog coverage dates","NSC/DC 254 - February 05, 1991 - NSC/DC Meeting on Gulf Crisis via SVTS, Keywords: Persian Gulf Kuwait Iraq","90018-033","Series context and cross-volume routing","Series context","verified","true","962891","962891","HTTP Content-Length","Restricted - Possibly","0","0","0","0","4","5","0","3","0","0","1","0","1","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90018–033, NSC/DC 254—February 05, 1991—NSC/DC Meeting on Gulf Crisis via SVTS, Keywords: Persian Gulf Kuwait Iraq.","https://catalog.archives.gov/id/470761262","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-254-90018-033.pdf"
"470761263","1991-02-06","1991-02-06","Catalog coverage dates","NSC/DC 255 - February 06, 1991 - NSC/DC Meeting on CFE Follow-Up, Keywords: CFE","90018-034","Series context and cross-volume routing","Series context","verified","true","13029933","13029933","HTTP Content-Length","Restricted - Possibly","0","0","0","14","12","16","0","9","0","0","7","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90018–034, NSC/DC 255—February 06, 1991—NSC/DC Meeting on CFE Follow-Up, Keywords: CFE.","https://catalog.archives.gov/id/470761263","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-255-90018-034.pdf"
"470761264","1991-02-07","1991-02-07","Catalog coverage dates","NSC/DC 255A - February 07, 1991 - NSC/DC Meeting on Persian Gulf via SVTS, Keywords: Persian Gulf","90018-035","Series context and cross-volume routing","Series context","verified","true","3998377","3998377","Catalog objectFileSize","Restricted - Possibly","0","0","0","0","5","28","0","4","4","3","13","0","4","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90018–035, NSC/DC 255A—February 07, 1991—NSC/DC Meeting on Persian Gulf via SVTS, Keywords: Persian Gulf.","https://catalog.archives.gov/id/470761264","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-255a-90018-035.pdf"
"470761265","1991-02-13","1991-02-13","Catalog coverage dates","NSC/DC 255B - February 13, 1991 - NSC/DC Meeting on Persian Gulf via SVTS, Keywords: Persian Gulf","90018-036","Monetary Policy, Debt, and International Institutions","Boundary review","verified","true","20665272","20665272","HTTP Content-Length","Restricted - Possibly","6","2","0","0","17","406","129","49","134","37","43","12","2","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90018–036, NSC/DC 255B—February 13, 1991—NSC/DC Meeting on Persian Gulf via SVTS, Keywords: Persian Gulf.","https://catalog.archives.gov/id/470761265","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-255b-90018-036.pdf"
"470761266","1991-02-14","1991-02-14","Catalog coverage dates","NSC/DC 256 - February 14, 1991 - NSC/DC Meeting on Cambodia, Keywords: Cambodia","90018-037","Series context and cross-volume routing","Series context","verified","true","10166664","10166664","HTTP Content-Length","Restricted - Possibly","0","0","0","10","30","33","0","26","0","0","0","0","7","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90018–037, NSC/DC 256—February 14, 1991—NSC/DC Meeting on Cambodia, Keywords: Cambodia.","https://catalog.archives.gov/id/470761266","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-256-90018-037.pdf"
"470761267","1991-02-14","1991-02-14","Catalog coverage dates","NSC/DC 257 - February 14, 1991 - NSC/DC Meeting on Computers / Export Control, Keywords: Computers, Export Controls","90018-038","Strategic Trade, Technology, and Investment Controls","Volume XXX review","verified","true","17652462","17652462","HTTP Content-Length","Restricted - Possibly","0","0","0","13","32","274","0","27","215","5","22","5","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90018–038, NSC/DC 257—February 14, 1991—NSC/DC Meeting on Computers / Export Control, Keywords: Computers, Export Controls.","https://catalog.archives.gov/id/470761267","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-257-90018-038.pdf"
"470761268","1991-02-19","1991-02-19","Catalog coverage dates","NSC/DC 258 - February 19, 1991 - NSC/DC Meeting on Export Control Issues, Keywords: Export Controls, Computers","90018-039","Strategic Trade, Technology, and Investment Controls","Volume XXX review","verified","true","5321697","5321697","HTTP Content-Length","Restricted - Possibly","0","0","0","10","11","54","0","9","45","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90018–039, NSC/DC 258—February 19, 1991—NSC/DC Meeting on Export Control Issues, Keywords: Export Controls, Computers.","https://catalog.archives.gov/id/470761268","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-258-90018-039.pdf"
"470761269","1991-02-19","1991-02-19","Catalog coverage dates","NSC/DC 258A - February 19, 1991 - NSC/DC Meeting on Persian Gulf via SVTS, Keywords: Persian Gulf","90018-040","Series context and cross-volume routing","Series context","verified","true","1374057","1374057","Catalog objectFileSize","Restricted - Possibly","0","0","0","4","4","10","0","3","0","0","5","1","1","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90018–040, NSC/DC 258A—February 19, 1991—NSC/DC Meeting on Persian Gulf via SVTS, Keywords: Persian Gulf.","https://catalog.archives.gov/id/470761269","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-258a-90018-040.pdf"
"470761270","1991-03-05","1991-03-05","Catalog coverage dates","NSC/DC 259 - March, 05, 1991 - NSC/DC Meeting on Cambodia, Keywords: Cambodia  [1]","90019-001","Series context and cross-volume routing","Series context","verified","true","14603667","14603667","HTTP Content-Length","Restricted - Possibly","0","0","0","2","37","50","2","36","6","6","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90019–001, NSC/DC 259—March, 05, 1991—NSC/DC Meeting on Cambodia, Keywords: Cambodia  [1].","https://catalog.archives.gov/id/470761270","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-259_1-90019-001.pdf"
"470761271","1991-03-05","1991-03-05","Catalog coverage dates","NSC/DC 259 - March, 05, 1991 - NSC/DC Meeting on Cambodia, Keywords: Cambodia  [2]","90019-002","Series context and cross-volume routing","Series context","verified","true","7701436","7701436","HTTP Content-Length","Restricted - Possibly","0","0","0","22","17","15","0","15","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90019–002, NSC/DC 259—March, 05, 1991—NSC/DC Meeting on Cambodia, Keywords: Cambodia  [2].","https://catalog.archives.gov/id/470761271","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-259_2-90019-002.pdf"
"470761272","1991-03-05","1991-03-05","Catalog coverage dates","NSC/DC 260 - March 05, 1991 - NSC/DC Meeting on Afghanistan, Keywords: Afghanistan (File located @ LM)","90019-003","Series context and cross-volume routing","Series context","verified","true","1659547","1659547","HTTP Content-Length","Restricted - Possibly","0","0","0","1","4","6","0","3","0","0","0","0","3","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90019–003, NSC/DC 260—March 05, 1991—NSC/DC Meeting on Afghanistan, Keywords: Afghanistan (File located @ LM).","https://catalog.archives.gov/id/470761272","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-260-90019-003.pdf"
"470761273","1991-03-05","1991-03-05","Catalog coverage dates","NSC/DC 260A - March 05, 1991 - NSC/DC Meeting on Persian Gulf via SVTS, Keywords: Persian Gulf (File located @ NLMS)","90019-004","Series context and cross-volume routing","Series context","verified","true","663379","663379","HTTP Content-Length","Restricted - Possibly","0","0","0","0","6","5","0","5","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90019–004, NSC/DC 260A—March 05, 1991—NSC/DC Meeting on Persian Gulf via SVTS, Keywords: Persian Gulf (File located @ NLMS).","https://catalog.archives.gov/id/470761273","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-260a-90019-004.pdf"
"470761274","1991-03-22","1991-03-22","Catalog coverage dates","NSC/DC 261 - March 22, 1991 - NSC/DC Meeting on Iraq, Keywords: Iraq (File located @ LM)","90019-005","Series context and cross-volume routing","Series context","verified","true","1143195","1143195","HTTP Content-Length","Restricted - Possibly","0","0","0","0","3","3","0","2","0","0","0","0","1","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90019–005, NSC/DC 261—March 22, 1991—NSC/DC Meeting on Iraq, Keywords: Iraq (File located @ LM).","https://catalog.archives.gov/id/470761274","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-261-90019-005.pdf"
"470761275","1991-03-26","1991-03-26","Catalog coverage dates","NSC/DC 262 - March 26, 1991 - NSC/DC Meeting on Strategic Cooperation Program with France, Keywords: France (File located @ NLMS)","90019-006","Series context and cross-volume routing","Series context","verified","true","1127287","1127287","HTTP Content-Length","Restricted - Possibly","0","0","0","0","3","2","0","1","0","0","1","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90019–006, NSC/DC 262—March 26, 1991—NSC/DC Meeting on Strategic Cooperation Program with France, Keywords: France (File located @ NLMS).","https://catalog.archives.gov/id/470761275","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-262-90019-006.pdf"
"470761276","1991-03-28","1991-03-28","Catalog coverage dates","NSC/DC 263 - March 28, 1991 - NSC/DC Meeting on Counterterrorism, Keywords: Counterterrorism (File located @ LM)","90019-007","Series context and cross-volume routing","Series context","verified","true","16974278","16974278","HTTP Content-Length","Restricted - Possibly","0","2","0","22","33","28","0","28","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90019–007, NSC/DC 263—March 28, 1991—NSC/DC Meeting on Counterterrorism, Keywords: Counterterrorism (File located @ LM).","https://catalog.archives.gov/id/470761276","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-263-90019-007.pdf"
"470761277","1991-04-04","1991-04-04","Catalog coverage dates","NSC/DC 264 - April 04, 1991 - NSC/DC Meeting on Philippine-American Cooperation Treaty, Keywords: Philippines, Economic Assistance [1]","90019-008","Monetary Policy, Debt, and International Institutions","Boundary review","verified","true","4421632","4421632","HTTP Content-Length","Restricted - Possibly","0","0","0","0","18","273","49","161","33","26","0","0","4","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90019–008, NSC/DC 264—April 04, 1991—NSC/DC Meeting on Philippine-American Cooperation Treaty, Keywords: Philippines, Economic Assistance [1].","https://catalog.archives.gov/id/470761277","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-264_1-90019-008.pdf"
"470761278","1991-04-04","1991-04-04","Catalog coverage dates","NSC/DC 264 - April 04, 1991 - NSC/DC Meeting on Philippine-American Cooperation Treaty, Keywords: Philippines, Economic Assistance [2]","90019-009","Monetary Policy, Debt, and International Institutions","Boundary review","verified","true","10693216","10693216","HTTP Content-Length","Restricted - Possibly","0","0","0","15","32","132","33","39","12","33","0","0","15","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90019–009, NSC/DC 264—April 04, 1991—NSC/DC Meeting on Philippine-American Cooperation Treaty, Keywords: Philippines, Economic Assistance [2].","https://catalog.archives.gov/id/470761278","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-264_2-90019-009.pdf"
"470761279","1991-04-04","1991-04-04","Catalog coverage dates","NSC/DC 264 - April 04, 1991 - NSC/DC Meeting on Philippine-American Cooperation Treaty, Keywords: Philippines, Economic Assistance [3]","90019-010","Monetary Policy, Debt, and International Institutions","Boundary review","verified","true","15475351","15475351","HTTP Content-Length","Restricted - Possibly","0","0","0","0","17","300","48","161","47","25","0","0","19","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90019–010, NSC/DC 264—April 04, 1991—NSC/DC Meeting on Philippine-American Cooperation Treaty, Keywords: Philippines, Economic Assistance [3].","https://catalog.archives.gov/id/470761279","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-264_3-90019-010.pdf"
